"customer_ID","state","group_size","homeowner","car_age","car_value","risk_factor","age_oldest","age_youngest","married_couple","C_previous","duration_previous","Alast","Blast","Clast","Dlast","Elast","Flast","Glast","numQuote","costFirst","costLast"
10000083,"ME",1,0,8,"f",,57,57,0,2,3,0,0,3,3,0,0,2,2,638,591
10000085,"UT",2,1,3,"d",,50,19,0,1,3,1,0,1,2,1,1,1,3,657,656
10000087,"OH",1,0,15,"c",,75,75,0,1,9,1,0,2,2,1,2,3,4,529,629
10000089,"OH",1,0,7,"g",,39,39,0,1,4,1,0,1,2,0,1,3,2,652,668
10000090,"FL",1,1,1,"e",2,28,28,0,1,9,1,0,1,1,0,2,3,5,695,628
10000093,"PA",1,0,10,"f",,42,42,0,1,1,1,0,3,2,0,2,1,1,676,676
10000099,"KY",1,0,16,"d",,48,48,0,2,1,0,0,2,3,0,2,1,2,673,659
10000101,"NY",1,0,1,"g",1,49,49,0,3,15,1,1,3,2,1,0,2,3,670,670
10000102,"FL",1,1,6,"e",2,75,75,0,2,15,1,0,2,2,1,1,4,4,599,603
10000106,"GA",2,0,4,"e",,25,25,1,3,4,1,1,3,3,1,1,3,2,674,674
10000109,"AL",2,1,12,"f",,43,37,1,1,2,1,1,2,3,0,2,2,2,621,621
10000110,"CO",2,1,6,"g",3,34,33,1,3,7,1,1,3,3,1,2,2,1,627,627
10000114,"FL",1,1,7,"f",2,35,35,0,1,15,1,1,1,1,0,2,3,2,636,642
10000119,"OK",1,1,17,"f",,33,33,0,1,1,0,0,1,1,0,0,4,2,588,583
10000120,"NY",1,1,4,"e",1,60,60,0,3,7,1,1,3,3,1,0,3,3,617,625
10000140,"WA",1,0,11,"g",,43,43,0,1,2,1,0,1,2,0,1,1,1,683,683
10000142,"TN",1,1,21,"d",3,60,58,1,2,15,0,1,2,3,0,0,2,1,513,513
10000146,"KY",1,1,14,"f",4,24,24,0,3,8,1,1,2,2,1,2,4,1,621,621
10000149,"FL",1,1,4,"f",2,32,32,0,4,1,2,0,3,3,0,3,3,1,686,686
10000153,"NY",2,1,6,"d",2,63,63,1,3,8,1,1,3,3,1,0,1,1,660,660
10000157,"FL",2,1,1,"g",1,63,62,1,4,1,1,0,4,3,1,1,3,1,648,648
10000166,"PA",1,0,7,"h",2,54,54,0,3,9,2,1,3,3,1,3,4,4,627,634
10000171,"CT",1,1,7,"e",4,45,45,0,4,14,1,0,3,3,0,0,1,1,618,618
10000174,"FL",1,1,6,"h",2,75,75,0,3,10,1,0,3,3,1,1,3,4,631,631
10000175,"FL",1,0,7,"i",4,45,45,0,3,13,2,0,1,2,0,3,4,2,696,696
10000177,"OH",1,0,2,"f",,58,58,0,3,15,1,0,3,3,0,2,3,2,643,639
10000181,"PA",1,0,13,"c",,48,41,1,1,1,0,0,1,2,0,0,1,4,629,621
10000185,"OH",1,0,5,"e",,29,29,0,2,1,2,0,2,2,0,3,3,4,628,622
10000186,"WI",1,1,5,"d",,51,51,0,3,15,2,1,3,3,1,1,3,4,640,643
10000195,"OR",1,0,4,"f",4,44,44,0,4,5,1,1,3,3,0,1,2,4,614,614
10000196,"UT",1,0,10,"f",,21,21,0,1,4,2,1,1,2,0,1,1,4,628,605
10000199,"OK",1,0,27,"e",4,22,22,0,3,7,0,0,1,1,0,0,1,4,536,536
10000201,"OR",1,0,6,"e",,23,23,0,3,8,1,1,2,3,0,1,1,6,670,679
10000202,"UT",2,1,14,"g",,46,43,1,1,1,0,0,1,2,0,0,2,2,599,572
10000204,"ID",2,0,3,"d",1,58,23,0,3,2,1,1,3,3,0,2,4,2,634,634
10000207,"KY",1,0,2,"d",2,32,32,0,2,2,1,1,1,3,1,2,4,1,621,621
10000213,"AR",2,1,10,"f",,46,21,0,1,6,0,0,1,1,0,0,4,1,599,599
10000219,"FL",1,0,7,"d",3,23,23,0,1,5,2,0,1,3,0,3,3,1,706,706
10000222,"GA",1,0,3,"e",,55,55,0,1,9,1,1,2,3,1,2,2,1,692,692
10000223,"NH",2,1,1,"f",4,75,75,1,3,1,1,0,3,3,0,1,1,3,610,591
10000225,"WI",1,0,19,"d",,29,29,0,2,4,0,0,2,2,0,0,2,3,626,570
10000226,"GA",1,1,2,"f",,37,37,0,1,5,1,1,2,2,1,2,4,1,635,635
10000231,"NY",1,1,5,"d",2,75,54,0,4,0,1,0,3,3,0,0,2,3,632,643
10000232,"ME",1,0,9,"e",,53,53,0,2,11,1,0,2,2,0,2,1,1,586,586
10000233,"TN",1,0,8,"g",,42,42,0,1,2,1,1,1,3,1,2,2,2,662,665
10000234,"NY",2,1,2,"d",1,75,75,1,3,5,1,0,3,3,0,0,2,4,665,652
10000235,"OH",3,1,15,"g",,42,18,1,3,1,0,0,3,3,0,0,2,1,614,614
10000237,"FL",1,1,3,"f",1,42,42,0,1,15,1,0,1,3,1,2,3,3,592,595
10000238,"MO",1,0,4,"f",3,28,28,0,3,1,1,1,3,3,0,2,2,1,602,602
10000241,"TN",1,1,3,"f",,50,50,0,1,6,1,1,1,1,1,2,1,1,619,619
10000244,"OH",1,0,10,"e",,35,35,0,1,4,0,0,2,3,0,1,3,1,595,595
10000247,"IA",1,0,8,"f",,37,37,0,4,3,1,0,3,3,0,2,2,2,570,567
10000249,"OH",1,1,16,"f",,28,28,0,3,2,0,0,3,3,0,0,3,4,559,563
10000251,"CT",2,1,3,"f",1,46,27,0,4,3,1,0,3,3,1,0,1,1,657,657
10000257,"OH",1,0,5,"f",,21,21,0,3,6,1,1,2,3,1,2,2,3,649,645
10000258,"NY",1,0,7,"e",2,28,28,0,3,6,1,0,3,2,0,0,2,2,627,628
10000260,"FL",2,1,8,"g",3,72,67,1,3,11,1,1,3,3,1,2,3,4,632,648
10000267,"WV",1,1,4,"f",,38,38,0,2,6,1,0,1,1,0,2,2,3,654,656
10000268,"NY",1,0,7,"g",2,45,45,0,3,15,1,0,3,2,1,0,2,4,673,673
10000270,"NY",1,0,6,"e",4,54,54,0,4,5,0,0,4,3,0,0,2,1,599,599
10000272,"PA",2,1,9,"e",,68,66,1,3,2,0,0,1,2,0,0,2,3,597,627
10000273,"IN",1,0,7,"e",4,29,29,0,2,7,0,0,2,2,0,1,1,2,553,580
10000274,"FL",2,0,6,"d",3,24,24,1,1,6,1,1,1,2,1,2,3,1,645,645
10000276,"CO",1,0,9,"g",,23,23,0,3,7,2,0,3,3,0,3,1,1,636,636
10000279,"NY",1,1,6,"f",1,62,62,0,3,4,1,0,3,3,0,0,2,5,568,568
10000280,"NY",1,0,1,"d",2,70,70,0,3,15,2,0,3,3,0,0,2,2,685,685
10000285,"NY",1,0,1,"e",2,25,25,0,3,9,1,1,1,2,1,0,2,1,616,616
10000286,"NY",1,1,12,"d",2,61,58,1,3,1,1,1,3,3,1,0,1,2,611,594
10000289,"FL",2,1,11,"f",2,62,54,1,4,1,1,0,4,3,0,2,3,4,641,635
10000290,"FL",2,1,12,"e",4,66,37,0,4,1,1,1,3,3,1,2,3,2,669,669
10000291,"PA",1,0,7,"g",4,36,36,0,3,7,2,0,3,3,1,2,3,1,604,604
10000292,"NE",2,1,10,"f",2,75,75,1,2,9,1,1,2,2,0,0,4,1,591,591
10000296,"WA",2,0,10,"e",,45,16,0,2,1,0,1,2,2,0,1,3,3,656,685
10000297,"FL",1,0,3,"g",3,27,27,0,3,12,1,1,2,3,1,2,3,1,680,680
10000298,"PA",1,0,34,"c",,52,52,0,4,15,1,0,1,2,0,1,2,1,594,594
10000300,"OH",1,0,1,"e",,22,22,0,,,1,0,1,2,0,2,2,1,778,778
10000301,"WA",2,1,18,"e",2,73,71,1,2,3,1,0,2,2,0,1,2,2,563,585
10000302,"PA",1,1,2,"g",4,46,46,0,1,1,0,0,1,1,0,0,2,1,666,666
10000303,"NY",1,1,1,"g",3,23,23,0,3,2,1,1,3,3,1,0,2,2,701,714
10000304,"TN",1,1,16,"g",3,48,48,0,3,14,1,1,3,2,1,1,4,4,618,639
10000309,"WA",1,0,9,"f",3,31,31,0,2,3,1,1,2,2,1,1,2,1,632,632
10000312,"IN",1,0,15,"e",4,56,56,0,,,0,0,2,2,0,0,2,1,576,576
10000313,"CO",1,0,4,"e",,32,32,0,3,3,1,1,3,3,1,2,3,4,656,656
10000315,"CT",1,1,6,"f",3,42,42,0,3,15,2,0,3,3,0,0,4,1,625,625
10000317,"ID",1,1,12,"d",3,41,20,0,4,5,0,1,4,3,0,0,4,3,592,606
10000319,"NV",1,0,11,"c",3,58,58,0,2,8,0,0,1,2,0,0,1,3,590,578
10000322,"CT",1,0,13,"d",2,72,72,0,1,3,0,0,1,2,0,0,1,2,609,595
10000323,"PA",1,1,15,"f",,52,52,0,3,5,1,1,3,2,1,2,2,3,668,657
10000325,"MS",2,0,5,"h",,28,25,1,2,6,1,1,2,2,1,2,3,3,711,706
10000326,"UT",1,1,9,"e",3,29,29,0,1,6,2,0,3,3,0,1,1,4,601,592
10000327,"MD",1,0,10,"e",4,46,46,0,2,0,1,1,2,2,1,1,2,1,687,687
10000328,"GA",1,0,14,"f",4,27,27,0,4,3,1,1,2,2,1,1,1,5,608,619
10000329,"IN",1,0,3,"e",2,21,21,0,,,1,1,1,2,1,2,1,1,709,709
10000333,"NY",2,0,11,"f",2,25,23,1,3,5,1,0,3,3,0,0,2,1,625,625
10000340,"OH",1,0,14,"e",,20,20,0,3,5,0,0,3,3,0,0,3,2,608,612
10000341,"KY",1,0,16,"f",,41,41,0,3,5,0,0,3,3,0,2,2,3,662,672
10000342,"MD",1,1,7,"f",2,36,36,0,2,7,1,0,2,2,0,2,1,3,640,632
10000343,"NY",2,1,15,"e",2,42,36,1,,,0,0,4,3,0,0,4,2,656,656
10000352,"MD",1,0,14,"f",4,37,37,0,2,2,1,1,1,1,1,2,2,1,672,672
10000356,"AL",2,0,6,"h",,75,72,1,1,15,1,0,2,2,0,1,1,6,640,642
10000358,"FL",1,1,3,"f",4,45,45,0,1,8,2,0,1,3,1,2,3,3,656,678
10000364,"NY",1,1,12,"e",1,59,59,0,3,15,1,1,3,3,1,0,2,1,597,597
10000366,"NY",1,0,1,"g",2,58,58,0,1,15,1,1,3,3,1,1,2,1,685,685
10000370,"OR",1,1,11,"e",3,75,75,0,3,1,1,0,3,3,0,1,2,5,611,597
10000372,"CO",2,1,12,"g",,38,38,1,4,13,1,1,4,3,0,1,1,4,604,633
10000373,"DE",1,1,1,"g",1,75,75,0,4,6,2,0,4,3,0,1,2,2,634,634
10000380,"FL",2,0,5,"f",1,48,39,0,3,2,1,1,3,3,0,1,4,3,608,608
10000382,"AR",1,0,0,"d",,19,19,0,1,2,2,1,1,2,0,2,1,4,758,721
10000384,"FL",2,0,13,"e",3,37,18,0,1,3,1,1,1,3,1,2,3,1,681,681
10000387,"NY",1,0,0,"f",3,46,44,1,3,7,1,0,2,2,0,0,2,1,718,718
10000390,"FL",1,0,6,"d",3,25,25,0,2,5,1,0,3,3,1,1,3,1,675,675
10000399,"ME",1,1,5,"f",4,52,52,0,1,4,1,1,3,3,1,1,1,3,572,572
10000409,"OH",1,1,4,"f",3,61,61,0,3,11,0,0,3,3,0,0,3,7,521,518
10000413,"FL",1,0,2,"e",1,33,33,0,1,5,1,0,1,2,1,2,3,4,620,639
10000414,"PA",1,1,12,"c",4,60,48,1,3,5,1,0,3,3,1,1,2,3,594,598
10000419,"MD",1,1,7,"f",4,42,42,0,2,1,2,1,2,2,1,3,3,1,681,681
10000421,"OH",2,1,16,"e",4,64,38,0,1,7,1,1,1,1,1,1,3,4,619,633
10000424,"OR",1,0,26,"d",,46,46,0,3,5,0,0,3,3,0,0,2,3,588,579
10000427,"OK",1,0,5,"g",,24,24,0,2,2,2,0,2,2,0,3,2,3,659,663
10000431,"FL",2,1,4,"f",1,75,75,1,3,5,1,0,3,3,1,1,3,6,591,594
10000432,"GA",1,0,14,"g",,22,22,0,1,3,0,0,2,2,0,0,2,5,600,622
10000434,"KS",2,1,4,"d",,47,16,0,3,7,1,0,3,3,0,2,2,1,682,682
10000436,"MS",1,1,10,"e",,28,28,0,,,1,1,1,1,1,2,2,1,729,729
10000438,"IN",2,1,12,"g",1,75,75,1,3,15,1,0,3,3,0,2,3,2,619,638
10000439,"AR",1,0,1,"d",,33,33,0,3,5,1,0,1,1,0,1,2,2,633,633
10000440,"FL",2,0,3,"f",1,47,47,1,3,15,1,1,3,3,0,1,3,5,642,669
10000442,"AL",1,1,9,"e",,34,34,0,2,6,1,1,2,2,1,2,1,3,625,631
10000456,"NH",2,1,3,"d",,52,20,1,3,3,1,0,3,3,1,1,3,1,647,647
10000461,"FL",2,0,12,"d",2,49,41,1,1,1,0,0,2,1,0,0,4,1,577,577
10000462,"AL",1,1,11,"e",,33,33,0,1,7,0,0,1,2,0,0,1,4,619,599
10000464,"FL",1,0,15,"d",2,27,27,0,3,12,0,0,2,3,0,1,3,5,654,654
10000466,"TN",2,0,8,"e",,27,27,1,3,13,1,1,1,1,0,2,1,4,598,595
10000467,"NV",1,0,1,"f",,23,23,0,3,4,1,1,2,3,1,2,2,5,698,693
10000470,"OH",1,1,19,"e",,62,62,0,2,15,0,0,2,2,0,0,3,2,588,599
10000472,"NY",1,0,1,"f",2,47,47,0,1,3,2,1,1,3,1,0,3,1,722,722
10000475,"WA",1,1,7,"g",4,33,33,0,2,2,1,1,3,3,0,1,3,1,692,692
10000477,"MD",1,0,6,"e",4,28,28,0,2,13,2,0,3,3,0,1,1,1,668,668
10000480,"OH",1,1,11,"e",3,50,50,0,3,4,1,0,3,3,0,2,3,2,511,564
10000492,"MD",2,0,9,"f",3,30,24,1,3,2,0,0,1,1,0,0,4,3,651,623
10000493,"AR",1,0,12,"f",,23,23,0,2,3,0,1,1,1,0,0,2,1,586,586
10000496,"TN",1,1,9,"e",4,38,38,0,2,14,2,1,3,3,1,1,1,1,614,614
10000498,"FL",1,1,4,"h",1,56,56,0,3,13,1,0,1,3,0,1,3,2,643,643
10000503,"FL",2,0,1,"e",1,53,18,0,1,5,1,1,1,3,1,2,3,2,713,699
10000506,"AL",1,1,4,"e",,32,32,0,2,3,1,1,2,1,1,1,1,1,652,652
10000507,"AL",2,1,20,"e",,28,27,1,4,2,0,0,4,1,0,0,2,1,591,591
10000508,"CO",1,0,10,"e",,20,20,0,1,1,0,0,1,2,0,0,2,2,595,603
10000513,"GA",2,1,7,"g",3,59,40,1,3,1,1,1,3,3,0,2,3,2,598,597
10000514,"NV",1,1,8,"f",3,55,55,0,1,3,1,1,3,3,1,2,3,1,644,644
10000515,"GA",1,1,1,"f",,30,30,0,1,3,1,1,2,2,1,1,1,4,589,634
10000517,"TN",1,1,10,"e",4,34,34,0,2,4,1,1,2,2,0,2,1,4,576,575
10000519,"AR",2,1,4,"g",,37,34,1,3,10,1,0,1,1,0,2,1,1,623,623
10000520,"AL",2,1,7,"e",,73,48,1,3,11,1,1,2,3,1,1,2,3,640,659
10000522,"OH",1,0,2,"h",2,36,36,0,3,14,2,0,3,3,0,1,4,4,621,645
10000523,"FL",1,1,9,"f",2,71,71,0,3,7,1,0,3,2,1,1,3,1,607,607
10000524,"MO",1,1,8,"g",,52,52,0,3,6,1,0,3,3,1,2,2,5,596,598
10000525,"UT",1,0,1,"f",,22,22,0,,,1,1,2,3,1,1,3,2,661,661
10000526,"MS",2,1,7,"i",,64,41,0,1,3,1,1,1,1,1,2,2,1,721,721
10000527,"DE",3,0,12,"e",4,65,19,1,3,9,1,0,3,3,0,2,2,2,679,693
10000528,"MD",1,0,5,"e",2,58,58,0,4,1,1,1,3,3,1,2,3,3,669,674
10000530,"NY",1,0,13,"f",1,61,61,0,1,1,0,0,1,1,0,0,2,1,648,648
10000531,"NY",1,1,12,"g",2,61,61,0,1,8,0,0,1,1,0,0,2,3,647,651
10000535,"NM",1,1,10,"e",,48,48,0,1,0,1,0,1,2,0,2,2,1,657,657
10000536,"WA",2,0,5,"e",,30,27,1,3,3,1,1,3,3,1,2,1,2,662,662
10000539,"OH",1,0,5,"f",,56,56,0,3,6,1,1,3,3,1,2,4,1,613,613
10000540,"CT",1,0,4,"e",,38,38,0,1,0,2,1,1,3,1,0,2,2,680,680
10000542,"UT",2,1,9,"e",,51,47,1,3,15,1,1,3,3,1,1,3,6,644,650
10000544,"CT",2,0,6,"f",,54,21,0,3,3,1,0,1,3,1,0,1,1,702,702
10000545,"WI",1,0,8,"e",,26,26,0,4,2,2,0,4,3,0,1,3,1,646,646
10000553,"OH",2,1,3,"e",3,60,60,1,1,15,1,0,1,2,1,2,3,3,629,626
10000554,"FL",1,0,8,"d",1,37,37,0,1,3,2,1,1,3,1,3,3,1,663,663
10000555,"MD",1,1,13,"e",4,40,40,0,3,6,1,0,4,3,1,1,3,2,675,675
10000556,"OH",1,1,9,"d",,33,33,0,3,5,1,0,3,3,0,2,3,3,581,588
10000557,"CO",3,1,11,"g",,75,30,1,3,9,1,0,2,2,0,2,2,3,673,670
10000559,"WA",1,0,4,"e",,23,23,0,4,5,1,1,2,2,0,1,2,5,652,657
10000560,"NY",2,1,9,"f",3,42,36,1,1,4,0,0,1,1,0,3,3,2,618,618
10000564,"WI",1,0,11,"e",,41,41,0,1,1,2,1,3,3,0,2,3,2,631,631
10000570,"MD",2,1,3,"e",1,32,32,1,1,3,1,1,2,3,1,1,3,1,648,648
10000575,"FL",2,1,10,"f",1,75,71,0,3,1,1,0,3,3,1,2,2,3,634,678
10000579,"CO",1,1,13,"c",,62,59,1,,,1,1,3,3,1,2,2,1,578,578
10000582,"OH",2,0,17,"d",,29,26,1,1,4,0,0,1,3,0,0,3,3,546,546
10000584,"OK",1,0,6,"e",3,28,28,0,1,8,1,1,2,3,1,1,4,2,640,641
10000588,"NY",1,1,1,"g",1,40,40,0,3,5,2,1,3,3,1,0,2,1,697,697
10000591,"OH",1,1,6,"e",3,22,22,0,1,2,1,0,3,3,0,2,2,3,655,726
10000592,"IN",1,1,12,"e",2,35,35,0,3,5,1,1,3,3,1,2,1,1,579,579
10000597,"ME",1,1,5,"f",,75,65,0,4,3,1,0,3,3,0,1,1,1,593,593
10000599,"CT",1,1,18,"e",,47,47,0,1,2,0,0,1,3,0,0,1,6,672,592
10000602,"IN",1,0,9,"d",3,21,21,0,1,4,0,0,1,3,0,0,2,4,630,585
10000604,"FL",2,1,2,"e",2,42,39,1,3,9,1,1,3,2,1,1,3,4,617,620
10000605,"MS",1,1,2,"g",,40,40,0,1,4,1,1,1,2,1,2,4,1,712,712
10000606,"MO",1,0,11,"d",,21,21,0,1,0,0,0,1,2,0,0,2,1,583,583
10000607,"TN",2,1,6,"g",,33,29,1,4,7,1,0,2,2,1,2,1,2,509,580
10000610,"MO",1,0,0,"f",3,21,21,0,4,6,1,0,3,3,0,2,2,5,623,647
10000612,"NM",2,1,14,"f",,54,52,1,1,12,0,0,1,1,0,0,2,1,586,586
10000613,"ID",1,0,5,"e",4,36,36,0,3,8,1,0,3,2,0,2,1,9,603,610
10000617,"UT",1,0,4,"f",,26,26,0,1,2,1,1,1,2,1,2,2,5,639,662
10000620,"NY",1,0,13,"d",1,75,75,0,3,4,0,0,3,2,0,0,2,5,575,567
10000621,"TN",1,0,3,"e",,26,26,0,1,5,1,1,1,1,1,1,1,4,644,656
10000623,"AL",1,1,7,"f",3,48,48,0,1,2,0,1,1,1,0,0,2,7,587,589
10000625,"NY",2,1,1,"g",1,52,18,1,3,15,1,0,3,3,1,0,4,1,653,653
10000626,"FL",1,0,13,"e",1,75,75,1,3,15,1,0,3,3,1,1,3,4,669,685
10000627,"CT",2,0,14,"f",,37,37,1,2,1,1,1,2,3,0,0,1,1,691,691
10000629,"PA",1,1,14,"d",2,73,73,0,3,15,1,1,3,3,1,2,4,3,604,615
10000632,"GA",1,1,6,"e",,25,25,0,2,8,1,1,2,2,0,2,2,4,612,618
10000634,"FL",1,1,1,"d",3,58,58,0,3,4,1,1,2,3,1,2,4,7,730,736
10000635,"PA",1,1,10,"f",,37,37,0,3,4,1,0,3,3,1,1,3,4,654,657
10000638,"CT",1,0,14,"e",,56,56,0,1,1,0,0,1,3,0,0,2,4,678,601
10000641,"FL",1,1,11,"f",3,35,35,0,3,5,1,0,3,3,1,2,3,1,661,661
10000642,"FL",3,1,3,"e",3,62,38,1,4,1,0,0,2,3,0,0,2,1,478,478
10000645,"KY",1,0,13,"",,55,52,1,,,0,0,1,1,0,0,2,1,635,635
10000646,"OR",1,0,4,"e",,26,26,0,3,8,1,0,3,3,1,1,2,3,671,671
10000651,"FL",2,1,7,"f",1,65,64,1,4,10,1,0,4,3,0,2,4,3,592,585
10000652,"OR",1,0,9,"e",3,28,28,0,2,2,1,1,2,2,1,1,3,3,654,676
10000653,"NY",1,1,10,"h",4,50,50,0,3,3,2,1,3,3,1,0,2,1,740,740
10000654,"GA",1,0,14,"e",4,75,75,0,3,15,1,0,3,3,0,2,2,3,642,643
10000656,"WA",1,0,1,"f",3,29,29,0,1,11,1,1,1,2,1,2,1,3,641,646
10000657,"TN",1,0,7,"e",3,34,34,0,3,6,1,1,1,2,1,2,1,3,651,673
10000659,"GA",2,1,0,"f",,34,32,1,,,1,0,2,2,0,1,2,3,580,662
10000661,"FL",1,0,12,"f",3,23,23,0,4,9,1,1,3,3,1,2,4,1,680,680
10000662,"FL",1,1,7,"f",1,69,69,0,1,9,1,0,1,3,1,1,3,3,604,610
10000665,"OH",1,1,14,"e",,21,21,0,,,1,0,1,1,0,2,3,1,629,629
10000667,"OR",1,1,7,"d",2,53,53,0,2,4,0,0,2,2,0,0,1,3,565,569
10000672,"FL",1,1,8,"f",2,35,35,0,3,8,1,0,3,2,0,2,3,3,657,657
10000678,"NY",1,1,11,"f",3,28,28,0,4,9,2,0,4,3,0,0,2,1,642,642
10000679,"NY",1,1,0,"g",1,75,75,0,3,3,1,1,3,3,1,0,2,2,700,702
10000681,"OH",1,0,10,"h",3,24,24,0,2,9,1,0,2,3,0,2,3,2,639,639
10000684,"MS",1,0,2,"e",,54,54,0,1,6,1,1,1,2,1,2,2,3,586,678
10000688,"MO",2,1,12,"e",2,71,67,0,3,15,2,0,3,3,0,2,2,2,593,600
10000696,"MD",1,0,13,"e",4,33,33,0,3,5,1,1,3,3,1,1,1,2,650,653
10000698,"NV",2,0,3,"f",,26,26,1,3,1,2,1,3,1,1,1,3,1,679,679
10000705,"AL",2,1,12,"e",3,53,51,1,1,4,1,1,1,1,0,2,2,2,567,564
10000707,"PA",1,0,7,"g",,67,64,1,,,0,1,1,2,0,2,3,1,650,650
10000711,"FL",1,1,11,"e",3,65,65,0,1,15,1,1,1,3,1,2,3,2,682,619
10000713,"IN",1,1,2,"e",3,72,72,0,4,5,1,0,4,3,1,1,1,6,538,611
10000714,"PA",1,1,4,"d",4,55,52,1,3,5,1,0,3,3,0,2,1,1,573,573
10000717,"FL",1,0,17,"e",1,47,47,0,1,1,0,0,1,2,0,2,3,2,609,603
10000718,"OH",1,0,5,"d",4,48,48,0,1,3,1,1,1,2,1,1,3,1,609,609
10000723,"CO",1,1,17,"e",4,29,29,0,4,9,0,0,4,3,0,0,2,1,561,561
10000728,"NY",1,0,1,"f",3,19,19,0,1,0,2,0,1,3,1,0,3,6,775,780
10000730,"OH",1,1,18,"e",,25,25,0,1,2,0,0,1,1,0,0,3,1,560,560
10000737,"WA",1,1,8,"g",4,69,69,0,3,8,2,1,3,3,0,2,3,6,597,597
10000738,"MS",1,0,17,"c",,51,51,0,1,2,0,1,1,1,0,0,2,3,575,603
10000740,"FL",1,1,2,"e",1,75,75,0,4,15,1,0,4,3,0,1,3,2,644,639
10000741,"FL",1,1,2,"e",,75,75,0,3,12,1,0,3,3,1,2,3,2,607,601
10000742,"KY",1,1,9,"e",,50,50,0,1,11,1,1,1,2,1,2,1,1,638,638
10000744,"CO",1,0,6,"e",,37,37,0,1,1,1,1,1,3,1,2,1,5,594,683
10000745,"FL",1,1,8,"f",2,48,48,0,4,12,1,0,4,3,0,1,3,1,643,643
10000747,"GA",1,1,1,"e",,31,31,0,3,15,1,0,3,3,1,1,2,2,625,629
10000748,"DE",1,0,24,"d",3,20,20,0,2,4,0,0,1,1,0,0,1,1,639,639
10000750,"WA",1,1,7,"g",,22,22,0,4,1,2,0,3,3,0,3,3,1,680,680
